"SAT.V","SAT.Q","SAT.C","School","GPA","Status"
730,700,1430,"NATURAL SCIENCE",3.2709,"G"
460,520,980,"LIBERAL ARTS",2.6461,"G"
800,790,1590,"LIBERAL ARTS",3.8604,"G"
670,630,1300,"ENGINEERING",3.2335,"G"
570,680,1250,"LIBERAL ARTS",2.625,"G"
570,620,1190,"BUSINESS",3.1632,"G"
640,710,1350,"NATURAL SCIENCE",3.7523,"G"
610,530,1140,"COMMUNICATIONS",3.271,"G"
500,560,1060,"LIBERAL ARTS",2.2277,"G"
670,580,1250,"LIBERAL ARTS",3.2368,"G"
540,690,1230,"NATURAL SCIENCE",2.623,"G"
540,550,1090,"ENGINEERING",2.328,"G"
700,710,1410,"ENGINEERING",3.9797,"G"
710,640,1350,"LIBERAL ARTS",3.8543,"G"
530,600,1130,"ENGINEERING",3.2905,"G"
500,620,1120,"LIBERAL ARTS",3.37,"G"
540,630,1170,"BUSINESS",3.3284,"G"
600,630,1230,"NATURAL SCIENCE",2.7473,"G"
630,650,1280,"LIBERAL ARTS",2.8897,"G"
530,660,1190,"LIBERAL ARTS",2.3602,"G"
760,800,1560,"ENGINEERING",3.006,"G"
530,620,1150,"NATURAL SCIENCE",2.659,"G"
550,640,1190,"NATURAL SCIENCE",3.2568,"G"
610,610,1220,"COMMUNICATIONS",3.3404,"G"
680,640,1320,"SOCIAL WORK",2.736,"G"
730,650,1380,"NATURAL SCIENCE",3.9752,"G"
750,740,1490,"LIBERAL ARTS",3.9705,"G"
730,660,1390,"NATURAL SCIENCE",3.0089,"G"
490,510,1000,"BUSINESS",3.1938,"G"
600,600,1200,"COMMUNICATIONS",3.5315,"G"
580,550,1130,"LIBERAL ARTS",3.2521,"G"
560,650,1210,"LIBERAL ARTS",3.1138,"G"
670,690,1360,"BUSINESS",3.5365,"G"
510,660,1170,"LIBERAL ARTS",3.134,"G"
540,570,1110,"LIBERAL ARTS",2.307,"G"
540,550,1090,"LIBERAL ARTS",2.7968,"G"
610,650,1260,"LIBERAL ARTS",2.229,"G"
520,530,1050,"NATURAL SCIENCE",3.4226,"G"
530,540,1070,"NATURAL SCIENCE",3.8157,"G"
480,540,1020,"NATURAL SCIENCE",3.4262,"G"
540,530,1070,"NURSING",2.11,"G"
570,550,1120,"ENGINEERING",2.5104,"G"
670,690,1360,"LIBERAL ARTS",3.567,"G"
520,530,1050,"LIBERAL ARTS",2.7883,"G"
590,590,1180,"BUSINESS",3.5179,"G"
540,640,1180,"NATURAL SCIENCE",3.1851,"G"
640,620,1260,"NATURAL SCIENCE",3.072,"G"
640,660,1300,"BUSINESS",2.8448,"G"
560,630,1190,"LIBERAL ARTS",2.2543,"G"
570,650,1220,"NATURAL SCIENCE",2.8476,"G"
530,520,1050,"LIBERAL ARTS",2.7142,"G"
560,540,1100,"LIBERAL ARTS",3.7297,"G"
580,580,1160,"BUSINESS",3.7924,"G"
560,770,1330,"NATURAL SCIENCE",3.7414,"G"
600,580,1180,"LIBERAL ARTS",2.439,"G"
620,700,1320,"ENGINEERING",3.9818,"G"
510,520,1030,"LIBERAL ARTS",2.3937,"G"
640,580,1220,"COMMUNICATIONS",3.2924,"G"
530,550,1080,"EDUCATION",3.0461,"G"
670,710,1380,"ENGINEERING",3.8881,"G"
480,590,1070,"LIBERAL ARTS",3.3608,"G"
680,630,1310,"LIBERAL ARTS",3.1565,"G"
600,620,1220,"NATURAL SCIENCE",3.3833,"G"
560,690,1250,"BUSINESS",3.5263,"G"
520,650,1170,"LIBERAL ARTS",3.064,"G"
610,710,1320,"BUSINESS",3.6382,"G"
480,580,1060,"LIBERAL ARTS",3.018,"G"
490,540,1030,"BUSINESS",3.0254,"G"
510,580,1090,"FINE ARTS",3.0521,"G"
560,520,1080,"COMMUNICATIONS",3.6022,"G"
620,720,1340,"BUSINESS",3.9724,"G"
480,450,930,"ENGINEERING",2.2165,"G"
610,690,1300,"LIBERAL ARTS",2.6062,"G"
580,670,1250,"BUSINESS",3.4491,"G"
500,590,1090,"LIBERAL ARTS",2.4454,"G"
580,590,1170,"ENGINEERING",3.0212,"G"
430,490,920,"ENGINEERING",3.3904,"G"
550,550,1100,"NATURAL SCIENCE",2.5132,"G"
580,690,1270,"ENGINEERING",3.11,"G"
440,510,950,"LIBERAL ARTS",2.8137,"G"
650,650,1300,"LIBERAL ARTS",2.8515,"G"
530,490,1020,"COMMUNICATIONS",3.9,"G"
770,550,1320,"LIBERAL ARTS",3.4528,"G"
690,620,1310,"LIBERAL ARTS",3.8267,"G"
730,670,1400,"NATURAL SCIENCE",3.6277,"G"
640,670,1310,"COMMUNICATIONS",4,"G"
540,560,1100,"BUSINESS",3.9158,"G"
710,750,1460,"LIBERAL ARTS",3.1094,"G"
500,540,1040,"FINE ARTS",3.3913,"G"
660,600,1260,"FINE ARTS",3.5966,"G"
650,640,1290,"LIBERAL ARTS",3.8854,"G"
580,610,1190,"NATURAL SCIENCE",2.9915,"G"
540,490,1030,"EDUCATION",3.2127,"G"
530,500,1030,"BUSINESS",1.9431,"G"
540,490,1030,"EDUCATION",3.0081,"G"
560,500,1060,"BUSINESS",3.0727,"G"
580,660,1240,"NATURAL SCIENCE",2.7681,"G"
530,580,1110,"FINE ARTS",2.3867,"G"
570,530,1100,"EDUCATION",2.5338,"G"
620,590,1210,"ENGINEERING",2.4621,"G"
670,620,1290,"BUSINESS",4,"G"
590,470,1060,"LIBERAL ARTS",2.8813,"G"
610,630,1240,"BUSINESS",3,"G"
590,630,1220,"NATURAL SCIENCE",3.8131,"G"
460,510,970,"BUSINESS",3.1375,"G"
600,560,1160,"LIBERAL ARTS",3.5327,"G"
630,650,1280,"LIBERAL ARTS",2.708,"G"
650,690,1340,"LIBERAL ARTS",3.3076,"G"
520,590,1110,"LIBERAL ARTS",1.838,"G"
630,560,1190,"LIBERAL ARTS",3.0937,"G"
420,470,890,"BUSINESS",2.1798,"G"
590,690,1280,"LIBERAL ARTS",3.6557,"G"
720,540,1260,"FINE ARTS",2.8584,"G"
710,630,1340,"LIBERAL ARTS",3.723,"G"
630,630,1260,"LIBERAL ARTS",3.5514,"G"
450,490,940,"NURSING",3.2666,"G"
590,620,1210,"EDUCATION",3.0727,"G"
500,540,1040,"LIBERAL ARTS",3.5193,"G"
590,610,1200,"LIBERAL ARTS",2.3966,"G"
650,700,1350,"NATURAL SCIENCE",3.1517,"G"
530,630,1160,"LIBERAL ARTS",3.2276,"G"
600,620,1220,"BUSINESS",3.2814,"G"
510,570,1080,"LIBERAL ARTS",3.0291,"G"
590,670,1260,"EDUCATION",2.8411,"G"
660,500,1160,"LIBERAL ARTS",3.1261,"G"
670,710,1380,"LIBERAL ARTS",3.851,"G"
480,490,970,"LIBERAL ARTS",2.784,"G"
690,600,1290,"LIBERAL ARTS",3.8125,"G"
560,620,1180,"LIBERAL ARTS",2.0684,"G"
660,710,1370,"COMMUNICATIONS",3.602,"G"
560,610,1170,"FINE ARTS",3.2184,"G"
540,470,1010,"LIBERAL ARTS",2.5049,"G"
510,550,1060,"BUSINESS",3.3076,"G"
660,560,1220,"LIBERAL ARTS",3.3773,"G"
540,600,1140,"LIBERAL ARTS",2,"G"
560,540,1100,"NATURAL SCIENCE",2.8208,"G"
630,650,1280,"NATURAL SCIENCE",2.2266,"G"
790,750,1540,"LIBERAL ARTS",3.961,"G"
550,680,1230,"BUSINESS",3.5079,"G"
560,570,1130,"EDUCATION",3.3461,"G"
630,530,1160,"LIBERAL ARTS",3.5638,"G"
680,790,1470,"ENGINEERING",3.0757,"G"
630,790,1420,"ENGINEERING",3.1287,"G"
620,570,1190,"NATURAL SCIENCE",3.0265,"G"
450,580,1030,"EDUCATION",3.2359,"G"
610,590,1200,"NATURAL SCIENCE",2.9059,"G"
560,580,1140,"LIBERAL ARTS",3.1626,"G"
520,630,1150,"BUSINESS",3.0267,"G"
510,530,1040,"EDUCATION",2.625,"G"
550,690,1240,"ENGINEERING",3.4056,"G"
640,630,1270,"BUSINESS",3.4433,"G"
490,650,1140,"BUSINESS",3.1267,"G"
500,550,1050,"EDUCATION",3.56,"G"
520,580,1100,"FINE ARTS",3.3974,"G"
620,610,1230,"NATURAL SCIENCE",4,"G"
520,540,1060,"NATURAL SCIENCE",3.2947,"G"
440,570,1010,"COMMUNICATIONS",2.616,"G"
660,630,1290,"ENGINEERING",2.9496,"G"
560,680,1240,"NATURAL SCIENCE",3.4956,"G"
520,550,1070,"EDUCATION",2.9537,"G"
610,580,1190,"LIBERAL ARTS",3.3063,"G"
590,590,1180,"LIBERAL ARTS",3.4313,"G"
740,630,1370,"COMMUNICATIONS",3.4473,"G"
660,630,1290,"NATURAL SCIENCE",3.9126,"G"
720,790,1510,"LIBERAL ARTS",3.9136,"G"
760,760,1520,"NATURAL SCIENCE",3.5496,"G"
530,660,1190,"NURSING",3.4,"G"
600,570,1170,"NATURAL SCIENCE",2.9424,"G"
640,570,1210,"NATURAL SCIENCE",3.9777,"G"
720,650,1370,"LIBERAL ARTS",4,"G"
670,770,1440,"NATURAL SCIENCE",3.509,"G"
560,560,1120,"LIBERAL ARTS",2.875,"G"
620,590,1210,"LIBERAL ARTS",3.5158,"G"
470,520,990,"NATURAL SCIENCE",3.2329,"G"
730,600,1330,"LIBERAL ARTS",3.0482,"G"
620,540,1160,"NURSING",4,"G"
630,740,1370,"NATURAL SCIENCE",3.8991,"G"
540,590,1130,"NATURAL SCIENCE",2.55,"G"
690,690,1380,"BUSINESS",3.5648,"G"
460,610,1070,"ENGINEERING",2.414,"G"
570,790,1360,"ENGINEERING",2.975,"G"
730,710,1440,"ENGINEERING",3.0677,"G"
560,500,1060,"LIBERAL ARTS",3.5816,"G"
610,690,1300,"BUSINESS",3.536,"G"
770,740,1510,"BUSINESS",3.9154,"G"
670,610,1280,"NATURAL SCIENCE",2.2898,"G"
800,610,1410,"LIBERAL ARTS",4,"G"
610,660,1270,"NURSING",3.0084,"G"
650,660,1310,"BUSINESS",2.932,"G"
600,660,1260,"LIBERAL ARTS",2.7456,"G"
610,620,1230,"LIBERAL ARTS",3.75,"G"
660,670,1330,"COMMUNICATIONS",3.9181,"G"
640,660,1300,"ENGINEERING",2.0763,"G"
530,590,1120,"BUSINESS",1.9072,"G"
610,660,1270,"BUSINESS",3.6597,"G"
590,740,1330,"NATURAL SCIENCE",2.0337,"G"
590,640,1230,"NATURAL SCIENCE",3.4033,"G"
720,600,1320,"NATURAL SCIENCE",3.6782,"G"
520,470,990,"LIBERAL ARTS",3.3238,"G"
660,580,1240,"BUSINESS",2.6571,"G"
640,710,1350,"ENGINEERING",3.4262,"G"
650,690,1340,"BUSINESS",4,"G"
590,560,1150,"NATURAL SCIENCE",2.7092,"G"
530,630,1160,"LIBERAL ARTS",2.1007,"G"
530,610,1140,"BUSINESS",2.6914,"G"
640,520,1160,"COMMUNICATIONS",3.9693,"G"
710,790,1500,"ENGINEERING",3.8698,"G"
540,520,1060,"COMMUNICATIONS",3.84,"G"
480,530,1010,"LIBERAL ARTS",3.094,"G"
550,580,1130,"LIBERAL ARTS",3.5338,"G"
670,610,1280,"LIBERAL ARTS",3.3684,"G"
580,590,1170,"BUSINESS",3,"G"
540,600,1140,"FINE ARTS",2.8372,"G"
530,580,1110,"ENGINEERING",3.3333,"G"
470,600,1070,"LIBERAL ARTS",2.6666,"G"
690,500,1190,"COMMUNICATIONS",3.4545,"G"
650,580,1230,"LIBERAL ARTS",2.4789,"G"
480,660,1140,"ENGINEERING",3.2463,"G"
720,680,1400,"ARCHITECTURE",3.0619,"G"
610,660,1270,"LIBERAL ARTS",1.9379,"G"
530,620,1150,"BUSINESS",3.2796,"G"
670,650,1320,"NATURAL SCIENCE",3.5193,"G"
580,510,1090,"BUSINESS",2.5307,"G"
630,650,1280,"EDUCATION",3.6907,"G"
550,520,1070,"BUSINESS",3.5585,"G"
550,680,1230,"LIBERAL ARTS",2.5128,"G"
550,600,1150,"ENGINEERING",3.5344,"G"
560,590,1150,"BUSINESS",3.1386,"G"
540,580,1120,"EDUCATION",3.1296,"G"
660,620,1280,"BUSINESS",3.1057,"G"
670,730,1400,"BUSINESS",3.5086,"G"
650,590,1240,"LIBERAL ARTS",2.9379,"G"
480,520,1000,"ENGINEERING",3.0075,"G"
730,750,1480,"BUSINESS",4,"G"
690,620,1310,"LIBERAL ARTS",2.6518,"G"
570,550,1120,"LIBERAL ARTS",3.5964,"G"
740,630,1370,"ENGINEERING",2.9191,"G"
520,600,1120,"SOCIAL WORK",3.5161,"G"
510,490,1000,"COMMUNICATIONS",3.3298,"G"
450,560,1010,"LIBERAL ARTS",2.7071,"G"
520,670,1190,"LIBERAL ARTS",2.4464,"G"
620,600,1220,"COMMUNICATIONS",3.8739,"G"
630,690,1320,"ENGINEERING",3.7024,"G"
530,540,1070,"COMMUNICATIONS",3.5161,"G"
670,590,1260,"LIBERAL ARTS",2.625,"G"
530,550,1080,"LIBERAL ARTS",3.4299,"G"
720,640,1360,"LIBERAL ARTS",3.4871,"G"
800,770,1570,"BUSINESS",3.5203,"G"
640,740,1380,"LIBERAL ARTS",3.4899,"G"
650,530,1180,"LIBERAL ARTS",3.5252,"G"
630,650,1280,"LIBERAL ARTS",2.8061,"G"
380,460,840,"ENGINEERING",2.0924,"G"
580,560,1140,"EDUCATION",3.0449,"G"
700,570,1270,"LIBERAL ARTS",3.3125,"G"
660,630,1290,"NATURAL SCIENCE",3.7204,"G"
520,530,1050,"LIBERAL ARTS",2.547,"G"
660,630,1290,"COMMUNICATIONS",3.7391,"G"
660,600,1260,"NATURAL SCIENCE",3.699,"G"
640,650,1290,"BUSINESS",3.5229,"G"
680,740,1420,"LIBERAL ARTS",3.5428,"G"
530,590,1120,"NATURAL SCIENCE",2.1654,"G"
720,540,1260,"LIBERAL ARTS",2.2193,"G"
480,570,1050,"LIBERAL ARTS",2.959,"G"
630,730,1360,"NATURAL SCIENCE",3.3894,"G"
620,670,1290,"NATURAL SCIENCE",3.9517,"G"
540,510,1050,"BUSINESS",1.9927,"G"
560,670,1230,"LIBERAL ARTS",3.5478,"G"
530,650,1180,"NATURAL SCIENCE",3.2782,"G"
650,580,1230,"ENGINEERING",2.7678,"G"
520,560,1080,"COMMUNICATIONS",3.713,"G"
590,660,1250,"COMMUNICATIONS",2.7388,"G"
530,620,1150,"LIBERAL ARTS",3.1388,"G"
400,340,740,"NATURAL SCIENCE",2.8285,"G"
650,730,1380,"NATURAL SCIENCE",1.9756,"G"
440,530,970,"NATURAL SCIENCE",2.4871,"G"
590,640,1230,"LIBERAL ARTS",4,"G"
540,600,1140,"LIBERAL ARTS",3.0604,"G"
660,770,1430,"ENGINEERING",3.8482,"G"
480,530,1010,"LIBERAL ARTS",2.0901,"G"
730,670,1400,"COMMUNICATIONS",3.2248,"G"
530,690,1220,"BUSINESS",3.7027,"G"
650,770,1420,"ENGINEERING",3.1839,"G"
540,590,1130,"ENGINEERING",2.6146,"G"
590,700,1290,"ENGINEERING",3.4521,"G"
570,650,1220,"BUSINESS",3.592,"G"
660,570,1230,"NATURAL SCIENCE",3.5882,"G"
630,710,1340,"ENGINEERING",2.9776,"G"
500,660,1160,"BUSINESS",3.3362,"G"
590,710,1300,"BUSINESS",3.2631,"G"
700,600,1300,"COMMUNICATIONS",3.6666,"G"
550,610,1160,"NATURAL SCIENCE",3.4326,"G"
600,540,1140,"NATURAL SCIENCE",4,"G"
640,800,1440,"ENGINEERING",3.0592,"G"
640,690,1330,"BUSINESS",2.9479,"G"
490,630,1120,"LIBERAL ARTS",3.5684,"G"
630,680,1310,"LIBERAL ARTS",3.9142,"G"
500,530,1030,"LIBERAL ARTS",3.0373,"G"
710,690,1400,"LIBERAL ARTS",3.5,"G"
580,670,1250,"COMMUNICATIONS",3.809,"G"
620,710,1330,"ENGINEERING",3.5312,"G"
610,670,1280,"NATURAL SCIENCE",2.609,"G"
520,560,1080,"NATURAL SCIENCE",2.9817,"G"
680,660,1340,"ENGINEERING",3.1287,"G"
440,550,990,"LIBERAL ARTS",3.4214,"G"
550,550,1100,"FINE ARTS",2.2483,"G"
630,740,1370,"NATURAL SCIENCE",3.681,"G"
650,620,1270,"LIBERAL ARTS",3.9142,"G"
540,580,1120,"NATURAL SCIENCE",3.2941,"G"
640,630,1270,"LIBERAL ARTS",2.6333,"G"
750,750,1500,"ENGINEERING",2.9322,"G"
720,800,1520,"BUSINESS",3.8608,"G"
580,790,1370,"ENGINEERING",3.3142,"G"
760,700,1460,"NATURAL SCIENCE",3.5865,"G"
540,610,1150,"BUSINESS",3.57,"G"
530,620,1150,"NATURAL SCIENCE",3.4687,"G"
700,770,1470,"BUSINESS",3.855,"G"
530,520,1050,"NATURAL SCIENCE",3.9069,"G"
590,720,1310,"LIBERAL ARTS",3.3589,"G"
560,530,1090,"LIBERAL ARTS",2.7368,"G"
640,700,1340,"ENGINEERING",3.5585,"G"
730,790,1520,"BUSINESS",3.8108,"G"
610,690,1300,"LIBERAL ARTS",3.3627,"G"
560,560,1120,"NATURAL SCIENCE",2.5675,"G"
700,690,1390,"BUSINESS",2.9512,"G"
620,590,1210,"LIBERAL ARTS",3.0312,"G"
610,610,1220,"LIBERAL ARTS",3.2166,"G"
520,560,1080,"LIBERAL ARTS",2.8243,"G"
750,750,1500,"NATURAL SCIENCE",3.7795,"G"
620,540,1160,"COMMUNICATIONS",3.7666,"G"
660,680,1340,"ENGINEERING",3.7258,"G"
660,630,1290,"BUSINESS",3.5981,"G"
630,610,1240,"BUSINESS",3.7469,"G"
620,590,1210,"ENGINEERING",3.2857,"G"
670,770,1440,"ENGINEERING",3.623,"G"
640,650,1290,"BUSINESS",3.5229,"G"
540,680,1220,"LIBERAL ARTS",3.2647,"G"
650,660,1310,"NATURAL SCIENCE",3.7421,"G"
580,560,1140,"LIBERAL ARTS",3.126,"G"
450,560,1010,"LIBERAL ARTS",3.6666,"G"
630,640,1270,"LIBERAL ARTS",3.4222,"G"
600,660,1260,"ENGINEERING",2.9508,"G"
530,670,1200,"LIBERAL ARTS",3.1111,"G"
680,670,1350,"LIBERAL ARTS",3.6159,"G"
630,700,1330,"NATURAL SCIENCE",2.7007,"G"
600,710,1310,"ENGINEERING",3.6446,"G"
590,490,1080,"LIBERAL ARTS",3.7153,"G"
570,620,1190,"NATURAL SCIENCE",3.8984,"G"
700,800,1500,"ENGINEERING",3.5359,"G"
600,640,1240,"LIBERAL ARTS",3.3617,"G"
540,650,1190,"NATURAL SCIENCE",2.2671,"G"
580,600,1180,"BUSINESS",3.4324,"G"
500,580,1080,"COMMUNICATIONS",3.1521,"G"
730,670,1400,"ENGINEERING",3.2241,"G"
660,550,1210,"BUSINESS",3.7815,"G"
800,730,1530,"LIBERAL ARTS",3.5462,"G"
670,630,1300,"ARCHITECTURE",3.696,"G"
650,760,1410,"ENGINEERING",3.877,"G"
590,590,1180,"LIBERAL ARTS",3.4222,"G"
630,600,1230,"BUSINESS",3.2605,"G"
590,610,1200,"LIBERAL ARTS",3.2035,"G"
550,550,1100,"LIBERAL ARTS",3.7428,"G"
560,580,1140,"ENGINEERING",2.581,"G"
370,460,830,"NATURAL SCIENCE",2.5076,"G"
640,630,1270,"ENGINEERING",3.4457,"G"
560,470,1030,"LIBERAL ARTS",3.3166,"G"
580,610,1190,"LIBERAL ARTS",2.3714,"G"
530,570,1100,"LIBERAL ARTS",2.9642,"G"
590,640,1230,"LIBERAL ARTS",2.9538,"G"
670,620,1290,"NURSING",3.6173,"G"
510,650,1160,"ENGINEERING",3.0769,"G"
450,580,1030,"BUSINESS",3.3333,"G"
660,650,1310,"BUSINESS",3.5242,"G"
450,610,1060,"ENGINEERING",3.2043,"G"
600,560,1160,"LIBERAL ARTS",2.9576,"G"
490,510,1000,"BUSINESS",2.7368,"G"
620,560,1180,"EDUCATION",3.7142,"G"
620,580,1200,"LIBERAL ARTS",3.5254,"G"
600,720,1320,"ENGINEERING",3.0729,"G"
690,710,1400,"BUSINESS",3.317,"G"
500,660,1160,"NATURAL SCIENCE",3.7,"G"
630,580,1210,"NATURAL SCIENCE",3.6608,"G"
550,640,1190,"NATURAL SCIENCE",3.5775,"G"
690,680,1370,"FINE ARTS",3.813,"G"
560,580,1140,"NURSING",3.9747,"G"
590,660,1250,"BUSINESS",3.3473,"G"
690,700,1390,"ENGINEERING",3.5151,"G"
620,530,1150,"COMMUNICATIONS",3.2735,"G"
640,420,1060,"NATURAL SCIENCE",3.3,"G"
610,740,1350,"NATURAL SCIENCE",2.9016,"G"
590,620,1210,"BUSINESS",3.1652,"G"
640,530,1170,"LIBERAL ARTS",3.4049,"G"
650,620,1270,"NATURAL SCIENCE",3.4218,"G"
600,610,1210,"LIBERAL ARTS",3.2873,"G"
670,630,1300,"ENGINEERING",2.8482,"G"
570,550,1120,"LIBERAL ARTS",3.0091,"G"
640,690,1330,"COMMUNICATIONS",3.923,"G"
600,490,1090,"COMMUNICATIONS",2.7841,"G"
560,650,1210,"BUSINESS",3.3736,"G"
600,600,1200,"LIBERAL ARTS",2.7737,"G"
680,700,1380,"LIBERAL ARTS",2.8288,"G"
600,660,1260,"BUSINESS",3.6869,"G"
600,720,1320,"ENGINEERING",3.409,"G"
530,590,1120,"NATURAL SCIENCE",2.4605,"G"
640,670,1310,"NATURAL SCIENCE",2.7878,"G"
620,540,1160,"LIBERAL ARTS",3.5365,"G"
630,520,1150,"BUSINESS",2.8846,"G"
450,570,1020,"ENGINEERING",3.3611,"G"
700,650,1350,"COMMUNICATIONS",3.7099,"G"
710,650,1360,"NATURAL SCIENCE",3.8373,"G"
650,680,1330,"LIBERAL ARTS",2.5724,"G"
520,640,1160,"LIBERAL ARTS",3.6474,"G"
560,630,1190,"LIBERAL ARTS",2.8482,"G"
520,390,910,"LIBERAL ARTS",3.4057,"G"
710,680,1390,"LIBERAL ARTS",3.9368,"G"
790,580,1370,"BUSINESS",3.6397,"G"
650,650,1300,"ENGINEERING",3.1052,"G"
710,610,1320,"LIBERAL ARTS",2.6766,"G"
620,650,1270,"LIBERAL ARTS",3.6052,"G"
540,610,1150,"ENGINEERING",3.4407,"G"
410,470,880,"LIBERAL ARTS",2.7121,"G"
630,690,1320,"LIBERAL ARTS",3.8596,"G"
690,740,1430,"NATURAL SCIENCE",3.8759,"G"
620,620,1240,"NATURAL SCIENCE",3.5495,"G"
590,590,1180,"LIBERAL ARTS",3.3177,"G"
540,630,1170,"NATURAL SCIENCE",3.3853,"G"
560,530,1090,"LIBERAL ARTS",2.8529,"G"
650,550,1200,"LIBERAL ARTS",3.4454,"G"
670,680,1350,"NATURAL SCIENCE",3.8103,"G"
640,550,1190,"COMMUNICATIONS",2.4051,"G"
760,750,1510,"ENGINEERING",2.7515,"G"
580,640,1220,"NATURAL SCIENCE",3.469,"G"
760,800,1560,"ENGINEERING",3.863,"G"
640,620,1260,"LIBERAL ARTS",3.3728,"G"
460,570,1030,"LIBERAL ARTS",2.8582,"G"
570,680,1250,"BUSINESS",3.5566,"G"
730,640,1370,"COMMUNICATIONS",3.8181,"G"
590,670,1260,"ENGINEERING",2.9682,"G"
720,520,1240,"LIBERAL ARTS",3.5268,"G"
720,640,1360,"NATURAL SCIENCE",3.5819,"G"
510,660,1170,"LIBERAL ARTS",2.4416,"G"
600,580,1180,"EDUCATION",3.1075,"G"
720,600,1320,"COMMUNICATIONS",3.5531,"G"
710,520,1230,"NATURAL SCIENCE",3.9548,"G"
590,540,1130,"COMMUNICATIONS",3.7203,"G"
510,590,1100,"ENGINEERING",2.3375,"G"
630,540,1170,"LIBERAL ARTS",3.23,"G"
590,790,1380,"NATURAL SCIENCE",3.606,"G"
490,690,1180,"ENGINEERING",3.68,"G"
610,680,1290,"ENGINEERING",3.1711,"G"
680,690,1370,"BUSINESS",3.6538,"G"
650,710,1360,"ENGINEERING",2.5878,"G"
690,710,1400,"BUSINESS",3.2057,"G"
680,730,1410,"NATURAL SCIENCE",2.8974,"G"
370,500,870,"LIBERAL ARTS",2.9925,"G"
630,600,1230,"LIBERAL ARTS",3.8188,"G"
440,630,1070,"FINE ARTS",3.1197,"G"
660,670,1330,"ENGINEERING",3.5067,"G"
610,620,1230,"LIBERAL ARTS",2.9607,"G"
680,450,1130,"LIBERAL ARTS",3.6276,"G"
610,560,1170,"NATURAL SCIENCE",3.4135,"G"
610,640,1250,"LIBERAL ARTS",3.5735,"G"
560,660,1220,"ENGINEERING",3.789,"G"
680,660,1340,"COMMUNICATIONS",3.9302,"G"
590,670,1260,"NATURAL SCIENCE",2.1904,"G"
600,620,1220,"COMMUNICATIONS",3.4742,"G"
510,530,1040,"LIBERAL ARTS",3.2647,"G"
670,720,1390,"LIBERAL ARTS",2.5227,"G"
630,550,1180,"COMMUNICATIONS",3.6329,"G"
650,560,1210,"LIBERAL ARTS",2.7211,"G"
730,470,1200,"COMMUNICATIONS",3.1041,"G"
630,710,1340,"NATURAL SCIENCE",3.916,"G"
540,480,1020,"LIBERAL ARTS",3.3557,"G"
800,800,1600,"ENGINEERING",3.3086,"G"
500,580,1080,"EDUCATION",3.0775,"G"
700,560,1260,"LIBERAL ARTS",3.6435,"G"
720,550,1270,"LIBERAL ARTS",3.7157,"G"
530,600,1130,"FINE ARTS",3.2543,"G"
580,640,1220,"LIBERAL ARTS",3.4827,"G"
560,740,1300,"BUSINESS",3.1074,"G"
560,580,1140,"LIBERAL ARTS",3.0865,"G"
590,670,1260,"LIBERAL ARTS",2.033,"G"
680,800,1480,"COMMUNICATIONS",3.1811,"G"
650,660,1310,"NATURAL SCIENCE",3.4188,"G"
440,470,910,"LIBERAL ARTS",2.6949,"G"
680,670,1350,"COMMUNICATIONS",3.4827,"G"
580,690,1270,"LIBERAL ARTS",2.9452,"G"
640,600,1240,"ARCHITECTURE",3.4571,"G"
520,530,1050,"ENGINEERING",2.4296,"G"
590,690,1280,"NATURAL SCIENCE",2.6163,"G"
620,610,1230,"COMMUNICATIONS",3.0892,"G"
540,520,1060,"LIBERAL ARTS",2.464,"G"
530,600,1130,"EDUCATION",3.1052,"G"
590,660,1250,"ENGINEERING",3.4519,"G"
590,500,1090,"LIBERAL ARTS",3.1679,"G"
560,590,1150,"LIBERAL ARTS",2.9814,"G"
540,670,1210,"LIBERAL ARTS",3.6551,"G"
600,720,1320,"NATURAL SCIENCE",3.7417,"G"
610,680,1290,"NATURAL SCIENCE",2.6402,"G"
570,470,1040,"BUSINESS",3.0897,"G"
480,600,1080,"NATURAL SCIENCE",2.928,"G"
530,790,1320,"ENGINEERING",2.875,"G"
530,530,1060,"NATURAL SCIENCE",3.0089,"G"
540,510,1050,"LIBERAL ARTS",3.6612,"G"
560,620,1180,"LIBERAL ARTS",2.6956,"G"
550,540,1090,"LIBERAL ARTS",3.0606,"G"
480,560,1040,"LIBERAL ARTS",2.9793,"G"
490,530,1020,"BUSINESS",2.756,"G"
540,490,1030,"LIBERAL ARTS",2.9224,"G"
680,740,1420,"LIBERAL ARTS",3.5362,"G"
560,530,1090,"ENGINEERING",2.5328,"G"
680,590,1270,"LIBERAL ARTS",3.2892,"G"
610,650,1260,"LIBERAL ARTS",2.3833,"G"
570,670,1240,"LIBERAL ARTS",2.9224,"G"
610,610,1220,"NATURAL SCIENCE",2.4312,"G"
460,560,1020,"BUSINESS",3.0144,"G"
760,610,1370,"LIBERAL ARTS",3.1496,"G"
530,610,1140,"LIBERAL ARTS",2.6562,"G"
630,650,1280,"FINE ARTS",3.6033,"G"
510,630,1140,"ENGINEERING",3.3015,"G"
760,630,1390,"NATURAL SCIENCE",3.0962,"G"
690,720,1410,"ENGINEERING",2.8642,"G"
500,550,1050,"LIBERAL ARTS",2.6315,"G"
670,670,1340,"ENGINEERING",2.8437,"G"
560,620,1180,"BUSINESS",3.646,"G"
580,550,1130,"EDUCATION",3.1847,"G"
